series,horizon,error
United States,14,0.7873682250036786
United States,14,0.9668721522974923
United States,14,0.9058962422730961
United States,14,0.9703671166861003
United States,14,0.45829024553483144
United States,14,0.1979877123129281
United States,14,0.40224441825807666
United States,14,0.3064548608061397
United States,14,0.14191212067675352
United States,30,0.9879418249721432
United States,30,0.8371002841689315
United States,30,0.9923556187680216
United States,30,0.7088745834753674
United States,30,0.32639687150859764
United States,30,0.34864466443872466
United States,30,0.26708377662496474
United States,30,0.4399689162351592
United States,30,0.3426381991706524
United States,30,0.3360196168033909
United States,30,0.03843780581548373
United States,30,-0.02754581443855919
United States,30,-0.09584396430819275
United States,30,-0.09318222184261415
United States,30,-0.25012886293439784
United States,30,-0.0008476480623507143
United States,30,-0.3046090471870908
United States,30,-0.6139710441836534
United States,30,-0.5178972510813722
United States,30,-0.5023988138523041
United States,30,-0.38678005803398996
United States,30,-0.38455542088767736
United States,30,-0.5030745311725546
United States,30,-0.5748965556953607
United States,30,-0.725830924494165
United States,30,-0.35791821731855755
United States,30,-0.2799435655461924
United States,30,-0.14356795855354854
United States,30,0.05585022053818456
United States,30,0.18970265307798329
United States,30,0.6556838032034626
United States,30,0.5121732856825023
United States,30,0.6872605807568863
United States,30,0.8921357340752909
United States,30,0.8988864069517426
United States,30,0.7848688182279595
United States,30,1.1131049707963303
United States,30,0.7948019631887853
United States,30,0.5503628946261134
United States,30,0.8776467681975504
United States,30,0.7002131542803145
United States,30,0.7122507657275268
United States,30,0.8628615444103129
United States,30,0.9963875210369988
United States,30,0.5448791898345409
United States,30,0.2790769699658391
United States,30,0.29666426005355007
United States,30,0.4105279465263507
United States,30,0.3337246157145284
United States,30,0.373822214421871
United States,30,0.5433017009886569
United States,30,0.3021139693763928
United States,30,0.058759577047004186
United States,30,0.34864534220656296
United States,30,0.3524490283480102
United States,30,0.37118572798041605
United States,30,0.45064126073693345
United States,30,0.8318531014859634
United States,30,0.3737306725236973
United States,30,0.36417980924009896
United States,30,0.43488629689969116
United States,30,0.437513937248049
United States,30,0.3496014343823024
United States,30,0.3255613910896269
United States,30,0.40139303213663347
United States,30,0.1080749004146
United States,30,-0.28407849771291716
United States,30,0.13299087237244933
United States,30,0.23447379387312495
United States,30,0.3712800888610932
United States,30,0.32973081406856686
United States,30,0.44741760740858894
United States,30,0.1165234504214201
United States,30,-0.3818756292970047
United States,30,1.1588093330769489
United States,30,0.27881536472539636
United States,30,0.293099600915939
United States,30,0.35858063737560464
United States,30,0.5012852708114544
United States,30,0.24148708338163516
United States,30,-0.3319113033958665
United States,30,0.01708560054323982
United States,30,-0.008960226513284653
United States,30,0.13777475569894193
United States,30,0.310196199908793
United States,30,0.5222934842514295
United States,30,0.1926103983426266
United States,30,-0.2613021455364013
United States,30,0.07563138504099953
United States,30,0.05551935913910455
United States,30,0.2320048677003097
United States,30,0.3646949086922131
United States,30,0.6819116178160618
United States,30,0.40466805532620675
United States,30,-0.18956750127811084
United States,30,0.10703589552873005
United States,30,0.18224755080322552
United States,30,0.252963078382761
United States,30,0.4881987056827075
United States,30,0.5841534790995571
United States,30,0.08388489941064492
United States,30,-0.4568355040700247
United States,30,-0.22888397335426447
United States,30,-0.2836193251951009
United States,30,-0.21372631057990166
United States,30,-0.023591649619301158
United States,30,0.32256742274017114
United States,30,-0.29318771385458575
United States,30,-0.8830139790530893
United States,30,-0.44938048144053067
United States,30,-0.2554633444965386
United States,30,-0.15589897627916827
United States,30,-0.20706429371785973
United States,30,0.4554360750050437
United States,30,-0.15974813524082787
United States,30,-0.744681092214357
